BTF_ID,Station,Unit,BTF Date,BTF Time,BTF Weight,BTF Prim Sec,Region,Sub-region,Sub-sub-region,Locn along tube,Feature,Offset ID,El,Tube,Tube circuit,Tube pass,Failure mode,FM_Group,FM_Detail,Notes,Butt weld count,Notes Secondary Damage,External release,Event driven,BTF date retrospective,BTF time retrospective,Survey locn,Date of Last Inspection,Outage Code,Outage type,Outage DateTime Start,Outage dateTime Finish,LOA op derate,LOA run-down,LOA outage,LOA run-up,LOA masked,LOA $,Notes Outage LOA,Plant Failure Report,BTF Report
BW1_2015-06-06_SH,BW,BW1,6/06/2015,,1,1,SH,SH3,Inlet leg,,Acramet tube,,E18,T01,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,"Vertical tube, acramet block.  Just below slip tie location a few metres from bottom of loop (may be able to be more precise from photo in conjunction with drawing showing tie locations).",,,,,,,,,,,,,,,,,,,,,
LD2_2015-05-09_SH,LD,LD2,9/05/2015,,1,1,SH,SH2,,Hanger: Rear,Tie: Solid,,E044,T13_Hanger,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,,,,,,,,,,,,,,,,,,,,
LD4_2015-04-26_Evap,LD,LD4,26/04/2015,,1,1,Evap,WW: Front,,Operating level +1,Attachment: Windbox,,,T327,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Counted from A-side. Corner 1.,,,,,,,,,,,,,,,,,,,,,
LD2_2015-04-21_Evap,LD,LD2,21/04/2015,,1,1,Evap,WW: Bot vest,,Stub,Weld: Butt,,,T046,,,,Quality,Quality: Welding,"Was suggested to be  a welding defect.  Seems from photo to be vertical stub, so would not expect internal pitting likely unless header filled with water offline.  So have left as quality. Sdm",,,,,,,,,,,,,,,,,,,,,
LD2_2015-04-21_Evap_b,LD,LD2,21/04/2015,,1,1,Evap,WW: LHS (B),,,Attachment,,,T156,,,,Quality,Quality: Maintenance,"Corner: A plate had
been welded from the rear wall tube 373 directly to the B side wall tube and a crack had
initiated at the toe of the weld of the plate on the B side wall tube. This tube is normally
protected by a sleeve so as the welding of attachments and plates is not directly to the tube. On inspecting the area it appears as there has previously been a leak at this location as the
boiler outlet duct has previously been re-welded and there is a spool piece on the tube. The
sleeve was not re-instated after the repairs and then the plate was welded directly to the
tube which then caused a fatigue crack and eventually the leak.",,,,,,,,,,,,,,,,,,,,,
LY2_2015-04-17_Econ,LY,LY2,17/04/2015,,1,1,Econ,Upper bank,,Orifice: Inlet leg,Orifice weld,,?,?,,,,Quality,Quality: Welding,,,,,,,,Econ orifice to tube butt weld,,,Forced,19/04/2015 23:45,20/04/2015 18:00,,,36.06,,,"$658,000",,,
BW2_2015-03-31_SH,BW,BW2,31/03/2015,,1,1,SH,SH2,Inclined,Tie row C,Tie: Solid,,Panel 7,T49,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T48-T49 tie. d/s end. Complete sevarance (leak) of T48,,,,,,,,,,,,,,,,,,,,,
LD4_2015-03-08_SH,LD,LD4,8/03/2015,,1,1,SH,SH2,,Betw. hangers: Mid to Rear,Straight,,E090,T01,,,,Creep rupture,Creep: Short term — Starvation/Blockage,Likely partially blocked by dislodged secondary cyclone in drum,,,,,,,,,,,,,,,,,,,,,
LD4_2015-02-17_SH,LD,LD4,17/02/2015,,1,1,SH,SH4,,Hanger: Front,Tie,,E11,T19,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Speading of elements not long before failure.  Need to see if faitigue has been confirmed metallurgically at such failures.,,,,,,,,,,,,,,,,,,,,,
LD2_2015-02-15_SH,LD,LD2,15/02/2015,,1,1,SH,SH4,,Betw. hangers: Mid to Rear,Straight,,E035,T07,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
LD2_2015-02-15_RH,LD,LD2,15/02/2015,,1,1,RH,RH1,,Betw. hangers: Mid to Rear,Straight,,E14,T08,,,,Creep rupture,Creep: Long term,"Had been a tube 8 failure in 2007 that was attributed to piece of round bar in header.  ALS insp report suggest that overheating may have shortened life of the RH1 tube that failed this time, but it could just be a hot tube circuit?",,,,,,,,,,,,,,,,,,,,,
BW2_2015-02-10_SH,BW,BW2,10/02/2015,,1,1,SH,SH2,Vertical,Tie row 11,Tie: Solid,,Panel 4,T13,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T13-T14 tie. u/s (bot) end.,,,,,,,,,,,,,,,,,,,,,
LY2_2015-02-04_Econ,LY,LY2,4/02/2015,,1,1,Econ,Upper bank,,Orifice: Inlet leg,Orifice weld,,E048,T03,,,Rupture,Quality,Quality: Welding,Defect in underside of E48 T2 orifice butt weld was leaking,,Orifice weld leak caused erosion then stress rupture of E48T3 and E49T4,,,,,Econ orifice to tube butt weld,,,Forced,4/02/2015 0:00,6/02/2015 0:00,,,29.89,,,"$713,000",,,
LD4_2015-02-03_SH,LD,LD4,3/02/2015,,1,1,SH,SH4,,Betw. hangers: Front to Mid,Straight,,E12,T07,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
LD2_2015-02-03_RH,LD,LD2,3/02/2015,,1,1,RH,RH2,,Betw. hangers: Mid to Rear,Weld: DMW,,E13,T14,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Creep at DMW,,,,,,,,,,,,,,,,,,,,,,
LD2_2015-02-03_RH_b,LD,LD2,3/02/2015,,1,1,RH,RH2,,Betw. hangers: Mid to Rear,Weld: DMW,,E13,T06,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Creep at DMW,,,,,,,,,,,,,,,,,,,,,,
LD2_2015-01-16_RH,LD,LD2,16/01/2015,,1,1,RH,RH2,,Betw. hangers: Front to Mid,Straight,,E19,T08,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
BW2_2014-12-29_SH,BW,BW2,29/12/2014,,1,1,SH,SH2,Inclined,Tie row B,Tie: Solid,,Panel 7,T27,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T26-T27.  Not stated which was primary leak.  From photos perhaps T27 but not certain.,,,,,,,,,,,,,,,,,,,,,
LD4_2014-12-27_SH,LD,LD4,27/12/2014,,1,1,SH,SH4,,Betw. hangers: Mid to Rear,Straight,,E53,T07,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
LD4_2014-12-27_RH,LD,LD4,27/12/2014,,1,1,RH,RH1,,Betw. hangers: Mid to Rear,Tie: Flex,,E18,T04,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal fatigue,T03-T04 tie.  May wish to confirm mechanism.,,,,,,,,,,,,,,,,,,,,,
LD4_2014-12-27_RH_b,LD,LD4,27/12/2014,,1,1,RH,RH1,,Betw. hangers: Mid to Rear,Tie: Flex,,E18,T02,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal fatigue,"T01-T02 tie. n.b. T02 is T22 steel, T01 is 304H. May wish to confirm mechanism.",,,,,,,,,,,,,,,,,,,,,
LD4_2014-12-27_RH_c,LD,LD4,27/12/2014,,1,1,RH,RH1,,Betw. hangers: Mid to Rear,Tie: Flex,,E21,T02,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal fatigue,"T01-T02 tie. n.b. T02 is T22 steel, T01 is 304H. May wish to confirm mechanism.",,,,,,,,,,,,,,,,,,,,,
LD4_2014-11-12_Evap,LD,LD4,12/11/2014,,1,1,Evap,WW: Front,,Operating level +1,Straight,,,T195,,,,Corrosion - pitting/wastage,Corrosion: External,Possibility that failure was at an arc strike.  Between corners 4 & 5.,,,,,,,,,,,,,,,,,,,,,
LD3_2014-11-05_Evap,LD,LD3,5/11/2014,,1,1,Evap,WW: Bot vest,Front: A-side,Bend 2 from header,Bend,,,T28,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD3_2014-10-30_Evap,LD,LD3,30/10/2014,,1,1,Evap,WW: Bot vest,Rear: B-side,,Horizontal,,,T088,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD4_2014-10-01_Evap,LD,LD4,1/10/2014,,1,1,Evap,WW: Front,,SH4 inlet ,Attachment: Seal box,,,T371,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,,,,,,,,,,,,,,,,,,,,,,
LD3_2014-09-14_RH,LD,LD3,14/09/2014,,1,1,RH,RH2,,T18-T21 tie,Tie: Solid,,E10,T21,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,,,,,,,,,,,,,,,,,,,,,,
LD2_2014-09-08_SH,LD,LD2,8/09/2014,,1,1,SH,SH2,,Hanger: Rear,Tie: Solid,,E028,T13_Hanger,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Created starvation rupture at SH4 E014 T01,,,,,,,,,,,,,,,,,,,,,
LD3_2014-08-22_Evap,LD,LD3,22/08/2014,,1,1,Evap,WW: Bot vest,Rear: B-side,,Horizontal,,,T094,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LY1_2014-08-19_SH,LY,LY1,19/08/2014,,1,1,SH,SH2,Lower bank,SBL E-F,Straight,,E079,T03,,,Rupture,Erosion,Erosion: Sootblower,,,,,,,,SH2_SB_Lane_LB_17floor_E-F,,,Forced,20/08/2014 12:15,26/08/2014 18:45,,,33.72,,,"$834,500",,,
LD4_2014-06-25_Evap,LD,LD4,25/06/2014,,1,1,Evap,WW: Front,,,Attachment: Burner,,,T048,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Corner 8.  T48 & T49 'affected'. ,,,,,,,,,,,,,,,,,,,,,
BW4_2014-04-26_SH,BW,BW4,26/04/2014,,1,1,SH,SH2,Inclined,Tie row B,Tie: Solid,,Panel 3,T03,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,"RT report only sighted.  Tubes 2, 3, 4, 5 replaced but not clear which was primary BTF. ALS register indicates T03 or T04. Record as T03 in register to help locate tube in column.",,,,,,,,,,,,,,,,,,,,,
LD4_2014-04-22_RH,LD,LD4,22/04/2014,,1,1,RH,RH1,RH1 1st pass,Betw. hangers: Mid to Rear,Straight,,E27,T08,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,"n.b. PPW report suggested rack at tie E28 T7-T8, but ALS did not include in their inspection report.",,,,,,,,,,,,,,,,,,,,,
LD4_2014-04-22_RH_b,LD,LD4,22/04/2014,,1,1,RH,RH1,RH1 1st pass,Betw. hangers: Mid to Rear,Straight,,E28,T03,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD4_2014-04-22_RH_c,LD,LD4,22/04/2014,,1,1,RH,RH1,RH1 1st pass,Betw. hangers: Mid to Rear,Straight,,E28,T02,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD3_2014-04-17_Evap,LD,LD3,17/04/2014,,1,1,Evap,WW: Bot vest,A-side,Bend,Bend,,,T072,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD4_2014-03-29_Evap,LD,LD4,29/03/2014,,1,1,Evap,WW: Front,,RH inlet,Penetration: RH in,,,T118,,,,Corrosion - pitting/wastage,Corrosion: External,"ALS assigned as weld defect from previous repair, but photo looks like associated with heavy cexternal corrosion as later found to be key driver.  Sdm 12-Nov-2019",,,,,,,,,,,,,,,,,,,,,
LY4_2014-03-25_Econ,LY,LY4,25/03/2014,,1,1,Econ,Lower bank,,"Rear wall, bend",Bend adj wall,,?,?,,,Rupture,Erosion,Erosion: Fly-ash,Tube out of alignment,,,,,,,Econ_Bend_LB_RearWall,,,Forced,25/03/2014 17:15,28/03/2014 10:15,,,33.29,,,"$1,366,000",,,
LD4_2014-03-15_Evap,LD,LD4,15/03/2014,,1,1,Evap,WW: Bot vest,Front: A-side,,Horizontal,,,T062,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD4_2014-03-15_RH,LD,LD4,15/03/2014,,1,1,RH,RH1,,,Straight,,E26,T08,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD4_2014-03-14_RH,LD,LD4,14/03/2014,,1,1,RH,RH1,,,Straight,,E26,T07,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD4_2014-03-14_RH_b,LD,LD4,14/03/2014,,1,1,RH,RH1,,,Straight,,E26,T04,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD4_2014-03-14_RH_c,LD,LD4,14/03/2014,,1,1,RH,RH1,,,Straight,,E26,T05,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD4_2014-03-14_RH_d,LD,LD4,14/03/2014,,1,1,RH,RH1,,,Straight,,E26,T06,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD4_2014-03-14_RH_e,LD,LD4,14/03/2014,,1,1,RH,RH1,RH1 1st pass,Betw. hangers: Mid to Rear,Straight,,E26,T08,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD3_2014-02-22_Evap,LD,LD3,22/02/2014,,1,1,Evap,WW: Bot vest,Front: A-side,,Horizontal,,,T067,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD2_2014-02-18_Evap,LD,LD2,18/02/2014,,1,1,Evap,WW: Rear,,Burner: bottom,Attachment,,,T337,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,"2 locations: bottom of apex refractory box at the attachment weld toe and the
other is at the bottom of the burner box at the attachment flat bar weld toe",,,,,,,,,,,,,,,,,,,,,
LD2_2014-02-06_RH,LD,LD2,6/02/2014,,1,1,RH,RH1,RH1 2nd pass,Betw. hangers: Mid to Rear,Straight,,E18,T18,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
BW2_2014-01-09_SH,BW,BW2,9/01/2014,,1,1,SH,SH2,Inclined,Tie row B,Tie: Solid,,Panel 1,T39,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T38-T39 tie,,,,,,,,,,,,,,,,,,,,,
LD2_2013-12-19_Evap,LD,LD2,19/12/2013,,1,1,Evap,WW: Screen,Rear: A-side,,Attachment,,E058,T01,,,,Quality,Quality: Welding,"PPW report 399.2 indicated possible weld defect at attachment clip.  Location was top of the rear wall. Not sure what the attachment is, nor that weld defect would be appropriate, but have left as quality welding.  Sdm 12-Nov-2019.",,,,,,,,,,,,,,,,,,,,,
LD2_2013-12-19_RH,LD,LD2,19/12/2013,,1,1,RH,RH1,?,?,?,,E008 or E009,T15-T21,,,,Unknown,Unknown: ?,8 tubes E008 and 10 tubes E009 replaced.  PPW report said primary could not be identified given substantial secondary damage.,,,,,,,,,,,,,,,,,,,,,
LD1_2013-11-23_Econ,LD,LD1,23/11/2013,,1,1,Econ,Econ A,Lower bank,Span: 3rd spacer bar to 4th,Adjacent wall,,E103,T03,,,,Erosion,Erosion: Fly-ash,T01 & T02 previously removed.  E104 (original last element) redundant.  Sidewall Mesh missing locally,,,,,,,,,,,,,,,,,,,,,
BW1_2013-11-22_SH,BW,BW1,22/11/2013,,1,1,SH,SH2,Inclined,Tie row C,Tie: Slip,,Panel 3,T05,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T04-T05 slip tie. Found at CMOP?,,,,,,,,,,,,,,,,,,,,,
BW4_2013-07-19_SH,BW,BW4,19/07/2013,,1,1,SH,SH2,Inclined,Tie row E,Tie: Solid,,Panel 1,T08,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T08-T09 tie. d/s end,,,,,,,,,,,,,,,,,,,,,
LD2_2013-07-16_RH,LD,LD2,16/07/2013,,1,1,RH,RH2,,Betw. hangers: Mid to Rear,Weld: DMW,,E16,T06,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Creep at DMW,,,,,,,,,,,,,,,,,,,,,,
LD2_2013-07-16_RH_b,LD,LD2,16/07/2013,,1,1,RH,RH2,,Betw. hangers: Mid to Rear,Weld: DMW,,E21,T21,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Creep at DMW,,,,,,,,,,,,,,,,,,,,,,
LY2_2013-05-22_Evap,LY,LY2,22/05/2013,,1,1,Evap,Hopper,Heat Shield Scallop Plate,Heat shield / dipper plates,Hopper?,,,?,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,,,,,,WW_AshHopper_heat_shield_dipper_plate_scallop_plates,,,Maintenance,7/07/2013 15:15,10/07/2013 1:00,,,15.77,,,"$649,000",,,
LD1_2013-05-13_SH,LD,LD1,13/05/2013,,1,1,SH,SH2,,,Weld: Header/stub,,E001,T03,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,"Stub C?  Cracking at tube-side toe.  Also crack found at B-side header, E180, tube toe.",,,,,,,,,,,,,,,,,,,,,
LD3_2013-03-27_Evap,LD,LD3,27/03/2013,,1,1,Evap,WW: Front,,Top of SH4 inlet seal box,Attachment: Seal box,,,T003,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,"Likely fatigue or thermal-fatigue, but report from time of failure not sighted.  A likely photo indicates a crack.  Sdm",,,,,,,,,,,,,,,,,,,,,
LD3_2013-03-27_SH,LD,LD3,27/03/2013,,1,1,SH,SH2,,Betw. hangers: Mid to Rear,Foreign object,,E137,T08,,,,Erosion,Erosion: Fly-ash,"""Initial leak appears to be from tube 8 and 9 caused by something jammed between element and eroding around""",,,,,,,,,,,,,,,,,,,,,
LD1_2013-03-23_RH,LD,LD1,23/03/2013,,1,1,RH,RH2,,,Weld: DMW,,E18,T06,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Creep at DMW,Smaller leak than E19? [Not in PlantTrack as of 7-Nov-19],,,,,,,,,,,,,,,,,,,,,
LD1_2013-03-23_RH_b,LD,LD1,23/03/2013,,1,1,RH,RH2,,,Weld: DMW,,E19,T06,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Creep at DMW,"Original note suggested T07, but ALS RT & drawing show as T06.",,,,,,,,,,,,,,,,,,,,,
LY4_2013-03-21_RH,LY,LY4,21/03/2013,,1,1,RH,RH2,Lower Bank,SBL B-C,SBL,,E38,T01,,,Rupture,Erosion,Erosion: Sootblower,E38 is at middle of boiler: sootblowers from both sides plus sag,,,,,,,RH2_SB_Lane_LB,,,Forced,2/05/2013 12:00,5/05/2013 2:00,,,36.75,,,"$1,511,000",,,
LD2_2013-03-17_Evap,LD,LD2,17/03/2013,,1,1,Evap,WW: Front,,,Hopper nose,,,T011,,,,Corrosion - pitting/wastage,Corrosion: External,External corrosion per ALS database.  Probably at horizontal tube at hopper throat.  Only RT report sighted. Sdm,,,,,,,,,,,,,,,,,,,,,
LD3_2013-03-06_Evap,LD,LD3,6/03/2013,,1,1,Evap,WW: LHS (B),,"Belt duct, centre sootblower",?,,,?,,,,Corrosion - pitting/wastage,Corrosion: External,"Ext corr based on ALS database.  Database does not say tube number, but RT report has replacements at SW tubes 76-81",,,,,,,,,,,,,,,,,,,,,
LY2_2013-03-06_RH,LY,LY2,6/03/2013,,1,1,RH,RH1,Lower Bank,?,Straight,,E015,T12,,,Rupture,Erosion,Erosion,External surface on side of horizontal tube: Old wear (oxidised in service) : relatively flat. Unsure of cause.,,,,,,,RH1,,,Forced,6/03/2013 20:00,9/03/2013 10:15,,,34.11,,,"$1,600,000",,,
LD3_2013-02-25_Evap,LD,LD3,25/02/2013,,1,1,Evap,WW: LHS (B),,Poke hole,Penetration: Poke hole,,,T081,,,,Corrosion - pitting/wastage,Corrosion: External,Ext corr in refractory seal box area: clear photo on file. RT report has replacements at SW tubes 74-81.  n.b. common tubes replaced 6-Mar-13,,,,,,,,,,,,,,,,,,,,,
LY3_2013-02-19_RH,LY,LY3,19/02/2013,,1,1,RH,RH1,Upper Bank,Tail: Inlet,Tail,,?,?,,,Rupture,Erosion,Erosion: Fly-ash,,,,,,,,RH1_Tail_Bif_Inlet,,,Forced,19/02/2013 8:15,25/02/2013 1:45,,,78.65,,,"$3,239,000",,,
LD2_2013-02-13_RH,LD,LD2,13/02/2013,,0,1,RH,RH2,,,Secondary damage,,E08,T19,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Secondary?,,,,,,,,,,,,,,,,,,,,,
LD2_2013-02-13_RH_b,LD,LD2,13/02/2013,,1,1,RH,RH2,,T18-T21 tie,Tie: Solid,,E08,T21,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T18-T21 tie. E08 T18-T21 tie failure had occurred 12 months earlier!!!! Possibly cracked at T18: not clear from photos if T18 or T21.,,,,,,,,,,,,,,,,,,,,,
LD2_2013-02-13_RH_c,LD,LD2,13/02/2013,,0,1,RH,RH2,,,Secondary damage,,E08,T18,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Secondary?,,,,,,,,,,,,,,,,,,,,,
LD2_2013-02-13_RH_d,LD,LD2,13/02/2013,,0,1,RH,RH2,,,Secondary damage,,E08,T20,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Secondary?,,,,,,,,,,,,,,,,,,,,,
LY1_2013-02-04_Econ,LY,LY1,4/02/2013,,1,1,Econ,Lower bank,,"Rear wall, bend",Bend adj wall,,E063,T10,,,Rupture,Erosion,Erosion: Fly-ash,Tube out of alignment,,,,,,,Econ_Bend_LB_RearWall,,,Forced,4/02/2013 22:15,6/02/2013 20:15,,,26.77,,,"$1,135,000",,,
LD4_2013-01-31_Evap,LD,LD4,31/01/2013,,1,1,Evap,WW: Bot vest,Rear: A-side,Bend 2,Horizontal,,,T103,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD1_2013-01-19_Evap,LD,LD1,19/01/2013,,1,1,Evap,WW: Rear,,Under dip seal,Attachment: Dip seal,,,T160,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Photos availableplus brief report.  Fatigue per ALS database.,,,,,,,,,,,,,,,,,,,,,
LD2_2013-01-04_SH,LD,LD2,4/01/2013,,1,1,SH,SH4,,Hanger: Rear,Tie: Solid,,E22,T02,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,,,,,,,,,,,,,,,,,,,,,,
BW2_2012-11-18_SH,BW,BW2,18/11/2012,,1,1,SH,SH2,Vertical,Tie row 11,Tie: Solid,,Panel 5,T06,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T05-T06 tie.  Bottom.  Report didn't state whether primary more likely at T05 or T06: photos suggest T06 but not certain.,,,,,,,,,,,,,,,,,,,,,
LD3_2012-09-24_Evap,LD,LD3,24/09/2012,,1,1,Evap,WW: Bot vest,Front: A-side,,Bend,,,T070,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD3_2012-09-24_Evap_b,LD,LD3,24/09/2012,,1,1,Evap,WW: Bot vest,Rear: B-side,,Bend,,,T093,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD3_2012-09-24_Evap_c,LD,LD3,24/09/2012,,1,1,Evap,WW: Bot vest,Rear: A-side,,Bend,,,T131,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
BW3_2012-09-20_SH,BW,BW3,20/09/2012,,1,1,SH,HRA,Wall: Rear ,HRA side wall header,Corner,,,T271,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Cracking at seal box just below level of HRA lower sidewall header.,,,,,,,,,,,,,,,,,,,,,
LD3_2012-06-28_Evap,LD,LD3,28/06/2012,,1,1,Evap,WW: Bot vest,,,Horizontal,,,T126,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD3_2012-05-18_Evap,LD,LD3,18/05/2012,,1,1,Evap,WW: Bot vest,Front: A-side,,Horizontal,,,T047,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LD3_2012-05-03_Evap,LD,LD3,3/05/2012,,1,1,Evap,WW: Bot vest,Front: A-side,,Horizontal,,,T073,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
BW2_2012-04-21_SH,BW,BW2,21/04/2012,,1,1,SH,HRA,Wall: Rear ,Econ inlet,Toggle tube,,,T252,,,,Erosion,Erosion: Fly-ash,Eroded toggle tube at baffle above econ inlet,,,,,,,,,,,,,,,,,,,,,
LD3_2012-04-16_RH,LD,LD3,16/04/2012,,1,1,RH,RH2,,T18-T21 tie,Tie: Solid,,E23,T18,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,"T18-T21 tie.  PPW report implies T18 crack, but could be T21.",,,,,,,,,,,,,,,,,,,,,
LD3_2012-04-16_RH_b,LD,LD3,16/04/2012,,0,1,RH,RH2,,T18-T21 tie,Tie: Solid,,E23,T21,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Secondary?,,,,,,,,,,,,,,,,,,,,,
LD3_2012-03-29_Evap,LD,LD3,29/03/2012,,1,1,Evap,WW: Rear,,?,?,,,T204,,,,Corrosion - pitting/wastage,Corrosion: External,Tubes 200-206 between corners 3 & 6. Some photos but not seen detailed report.,,,,,,,,,,,,,,,,,,,,,
LD3_2012-02-16_RH,LD,LD3,16/02/2012,,1,1,RH,RH1,RH1 1st pass,Inlet tail,Tail,,E18,T04,,,,Corrosion - pitting/wastage,Corrosion: External,Suggested in PPW report as external erosion from gases being sucked through damaged seal plate into vestibule.,,,,,,,,,,,,,,,,,,,,,
LY1_2012-02-10_Evap,LY,LY1,10/02/2012,,1,1,Evap,WW: RHS (E),,,Offset: Buckstay,,,T270,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,,,,,,WW_SlopingWall_Buckstay_offset_Membrane_Term,,,Maintenance,17/02/2012 20:00,19/02/2012 1:00,,,17.68,,,"$257,832",,,
LD2_2012-02-06_RH,LD,LD2,6/02/2012,,1,1,RH,RH2,,T18-T21 tie,Tie: Solid,,E08,T18,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T18-T21 tie. Tie cracking failure again 12 months later!,,,,,,,,,,,,,,,,,,,,,
